Date,model,variant,Revenue_actual,COGS_actual,Revenue_pred,COGS_pred,Revenue_error,Revenue_abs_error,COGS_error,COGS_abs_error
2022-01-17,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1621773.2,1340632.16,1965878.2678475913,1867125.4806229356,344105.06784759136,344105.06784759136,526493.3206229357,526493.3206229357
2022-01-18,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1861205.18,1606509.55,1860665.5334219672,1642094.5819905696,-539.6465780327562,539.6465780327562,35585.03199056955,35585.03199056955
2022-01-19,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2020862.53,1738187.82,1805927.8690583818,1526915.5101835122,-214934.66094161826,214934.66094161826,-211272.30981648783,211272.30981648783
2022-01-20,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1249233.56,1043117.49,1679163.1111949596,1293106.1267273042,429929.55119495955,429929.55119495955,249988.6367273042,249988.6367273042
2022-01-21,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1580948.85,1245282.02,1641948.726810949,1395966.116001208,60999.87681094883,60999.87681094883,150684.09600120806,150684.09600120806
2022-01-22,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1758593.8,1468639.94,1754011.1483489226,1467823.104899976,-4582.651651077438,4582.651651077438,-816.8351000240073,816.8351000240073
2022-01-23,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1785338.17,1512426.38,1999649.4637194434,1800960.2551121232,214311.2937194435,214311.2937194435,288533.8751121233,288533.8751121233
2022-01-24,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1915906.28,1601822.71,2123075.462736633,1946156.3945080834,207169.1827366331,207169.1827366331,344333.6845080834,344333.6845080834
2022-01-25,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2471179.3,1957064.07,2104569.062865971,1908344.6878595895,-366610.2371340287,366610.2371340287,-48719.3821404106,48719.3821404106
2022-01-26,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2278973.82,1903209.07,2435530.5670808475,2012155.4170257351,156556.74708084762,156556.74708084762,108946.34702573507,108946.34702573507
2022-01-27,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1604489.99,1290075.13,2546105.513546037,2050936.9099784966,941615.523546037,941615.523546037,760861.7799784967,760861.7799784967
2022-01-28,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2792317.48,2306948.5,2734026.7879674155,2269958.236825975,-58290.692032584455,58290.692032584455,-36990.263174024876,36990.263174024876
2022-01-29,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3897632.5,3247780.03,3428045.653206998,2603905.5402380154,-469586.846793002,469586.846793002,-643874.4897619844,643874.4897619844
2022-01-30,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3903300.55,3262713.48,3400681.4193762136,2916599.3290936816,-502619.13062378624,502619.13062378624,-346114.15090631833,346114.15090631833
2022-01-31,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3159829.55,2627738.4,3188108.519395982,2673510.484853228,28278.9693959821,28278.9693959821,45772.08485322818,45772.08485322818
2022-02-01,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3672475.88,3092119.13,2462043.3365485636,2154374.0110920053,-1210432.5434514363,1210432.5434514363,-937745.1189079946,937745.1189079946
2022-02-02,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3072419.17,2457270.01,1892782.2676266108,1667544.951998064,-1179636.902373389,1179636.902373389,-789725.0580019357,789725.0580019357
2022-02-03,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1056919.3,915391.24,1487470.7554246767,1132165.4229707555,430551.45542467665,430551.45542467665,216774.1829707555,216774.1829707555
2022-02-04,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1135262.35,959597.02,1450042.8657816318,1085885.7596275334,314780.5157816317,314780.5157816317,126288.73962753336,126288.73962753336
2022-02-05,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1325806.77,1094262.79,1630417.363359656,1384220.649782159,304610.59335965593,304610.59335965593,289957.85978215886,289957.85978215886
2022-02-06,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1360544.32,1086414.25,1815160.6306881797,1464554.9812672066,454616.3106881797,454616.3106881797,378140.7312672066,378140.7312672066
2022-02-07,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1777072.87,1505671.69,1787421.4144512112,1532504.929986817,10348.544451211113,10348.544451211113,26833.23998681712,26833.23998681712
2022-02-08,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2324022.32,1858719.97,1991121.2288348326,1719620.2938072341,-332901.0911651673,332901.0911651673,-139099.67619276582,139099.67619276582
2022-02-09,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2087968.13,1716217.3,1940655.5563499965,1613299.1935013542,-147312.5736500034,147312.5736500034,-102918.10649864585,102918.10649864585
2022-02-10,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1681958.09,1377183.24,1858090.0445810813,1566134.9598023146,176131.95458108117,176131.95458108117,188951.71980231465,188951.71980231465
2022-02-11,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1868277.55,1450465.3,1839919.2824365464,1499301.4162526324,-28358.267563453643,28358.267563453643,48836.116252632346,48836.116252632346
2022-02-12,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2483675.48,2002526.57,2106121.297939606,1789677.816073153,-377554.18206039397,377554.18206039397,-212848.75392684713,212848.75392684713
2022-02-13,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2471088.82,2037847.39,2515911.1696443968,2200061.931323188,44822.34964439692,44822.34964439692,162214.541323188,162214.541323188
2022-02-14,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2477651.08,2066561.36,2948727.392235568,2490669.6487750397,471076.3122355677,471076.3122355677,424108.2887750396,424108.2887750396
2022-02-15,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2911470.49,2304155.38,2618324.037025641,2229841.3306389744,-293146.45297435904,293146.45297435904,-74314.04936102545,74314.04936102545
2022-02-16,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3189077.73,2624063.44,2564012.4939407194,2120634.484280337,-625065.2360592806,625065.2360592806,-503428.95571966283,503428.95571966283
2022-02-17,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2365001.98,1930644.21,2506352.0385182793,1961806.0165699432,141350.05851827934,141350.05851827934,31161.806569943205,31161.806569943205
2022-02-18,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2218074.92,1902787.38,2377916.033903581,1894583.4177085753,159841.11390358116,159841.11390358116,-8203.962291424628,8203.962291424628
2022-02-19,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2497284.24,2073056.25,2572348.7183197252,2078300.8187269429,75064.47831972502,75064.47831972502,5244.5687269428745,5244.5687269428745
2022-02-20,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3274514.0,2808978.4,3092255.8799938858,2609627.8652700456,-182258.12000611424,182258.12000611424,-199350.53472995432,199350.53472995432
2022-02-21,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3231879.49,2662096.96,3236371.769737629,2663058.8964159503,4492.279737628996,4492.279737628996,961.936415950302,961.936415950302
2022-02-22,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3646117.64,3080342.28,3171961.9433483905,2645587.781173619,-474155.6966516096,474155.6966516096,-434754.4988263808,434754.4988263808
2022-02-23,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3297595.34,2768284.27,3690359.4688674267,2845130.9468463482,392764.1288674269,392764.1288674269,76846.67684634821,76846.67684634821
2022-02-24,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2768850.97,2337359.85,3453292.4094290757,2852523.658233626,684441.4394290755,684441.4394290755,515163.8082336257,515163.8082336257
2022-02-25,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2943786.98,2445090.2,4131764.2813033513,3251891.599724448,1187977.3013033513,1187977.3013033513,806801.3997244476,806801.3997244476
2022-02-26,residual_meta_lgbm,lgbm_base_all_cal_cal2022,6304749.98,4896174.07,4253383.9250722,3489931.2311836686,-2051366.0549278008,2051366.0549278008,-1406242.8388163317,1406242.8388163317
2022-02-27,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5652340.75,4889448.26,4248075.87968934,3562236.583657132,-1404264.8703106605,1404264.8703106605,-1327211.6763428678,1327211.6763428678
2022-02-28,residual_meta_lgbm,lgbm_base_all_cal_cal2022,6007208.86,4942844.92,3765493.98156254,3125037.2588899485,-2241714.8784374604,2241714.8784374604,-1817807.6611100514,1817807.6611100514
2022-03-01,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4532724.33,3774772.1,2768790.9759698734,2230153.4900421896,-1763933.3540301267,1763933.3540301267,-1544618.6099578105,1544618.6099578105
2022-03-02,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5221766.09,4446394.75,1990034.4092311892,1487176.1824499061,-3231731.6807688107,3231731.6807688107,-2959218.567550094,2959218.567550094
2022-03-03,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1113577.08,936517.95,1578884.6866874145,993168.337190534,465307.60668741446,465307.60668741446,56650.387190534035,56650.387190534035
2022-03-04,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1265611.41,1001621.35,1813843.9602818,1220353.4236498,548232.5502818001,548232.5502818001,218732.07364980003,218732.07364980003
2022-03-05,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1917604.21,1671253.56,1862602.182891031,1377511.7393744043,-55002.027108968934,55002.027108968934,-293741.82062559575,293741.82062559575
2022-03-06,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2406752.08,1881208.83,2419523.591244866,1900815.8545130077,12771.511244866066,12771.511244866066,19607.024513007607,19607.024513007607
2022-03-07,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3077438.94,2603663.56,2892238.269608046,2324651.303197627,-185200.67039195402,185200.67039195402,-279012.2568023731,279012.2568023731
2022-03-08,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3777839.97,3199498.52,3294597.5517550884,2804729.83506193,-483242.4182449118,483242.4182449118,-394768.6849380699,394768.6849380699
2022-03-09,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4138590.91,3354044.48,3538426.278248894,2997572.588156688,-600164.6317511061,600164.6317511061,-356471.89184331195,356471.89184331195
2022-03-10,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3544992.79,2897669.69,3662425.44261366,2933175.5378078995,117432.65261365985,117432.65261365985,35505.84780789958,35505.84780789958
2022-03-11,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3499825.21,2868355.02,3801036.0201325733,3057922.930215585,301210.81013257336,301210.81013257336,189567.91021558503,189567.91021558503
2022-03-12,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3731020.06,3230097.43,3732694.677487677,3228430.2707862547,1674.6174876769073,1674.6174876769073,-1667.159213745501,1667.159213745501
2022-03-13,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4026635.22,3346220.86,3904340.6847648234,3261899.3550110403,-122294.5352351768,122294.5352351768,-84321.50498895952,84321.50498895952
2022-03-14,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4709281.9,3928279.43,4174507.4482425908,3506274.7004819494,-534774.4517574096,534774.4517574096,-422004.7295180508,422004.7295180508
2022-03-15,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4619237.89,3907599.13,4369133.381667995,3665834.302039457,-250104.50833200477,250104.50833200477,-241764.82796054287,241764.82796054287
2022-03-16,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4519934.96,3787149.37,4528596.3381109005,3855561.102135558,8661.378110900521,8661.378110900521,68411.73213555804,68411.73213555804
2022-03-17,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5222281.22,4421275.88,4788233.556239537,4076493.628958206,-434047.6637604628,434047.6637604628,-344782.25104179373,344782.25104179373
2022-03-18,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4426435.98,3648313.01,4684231.075924353,3957527.0175616546,257795.0959243523,257795.0959243523,309214.0075616548,309214.0075616548
2022-03-19,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4313906.61,3587200.12,4314516.629118336,3705323.5585347544,610.0191183360294,610.0191183360294,118123.43853475433,118123.43853475433
2022-03-20,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4198964.15,3744253.09,4430666.786863592,3875532.4625637326,231702.63686359208,231702.63686359208,131279.3725637328,131279.3725637328
2022-03-21,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4036051.82,3737447.21,4382012.556285024,4056483.5811626236,345960.73628502386,345960.73628502386,319036.37116262363,319036.37116262363
2022-03-22,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4626820.15,4342565.79,4442610.754567061,4157370.8934038943,-184209.39543293975,184209.39543293975,-185194.89659610577,185194.89659610577
2022-03-23,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5301842.45,4915987.31,4706003.416214127,4291782.687049852,-595839.0337858731,595839.0337858731,-624204.6229501478,624204.6229501478
2022-03-24,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5052034.89,4744310.26,4753563.176545952,4276776.261222567,-298471.7134540472,298471.7134540472,-467533.99877743237,467533.99877743237
2022-03-25,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4122489.22,4014534.97,4659330.249315165,4103807.236121075,536841.0293151648,536841.0293151648,89272.26612107502,89272.26612107502
2022-03-26,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4325007.4,4010228.32,4611012.279406989,4205285.327597555,286004.8794069886,286004.8794069886,195057.00759755494,195057.00759755494
2022-03-27,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5169170.11,4775502.11,4968747.721642324,4579661.092070462,-200422.38835767657,200422.38835767657,-195841.01792953815,195841.01792953815
2022-03-28,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4855258.01,4607293.73,4766918.451215032,4343130.140432928,-88339.55878496822,88339.55878496822,-264163.5895670727,264163.5895670727
2022-03-29,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4908504.49,4613958.54,5312087.080898998,5005932.50692968,403582.5908989981,403582.5908989981,391973.96692967974,391973.96692967974
2022-03-30,residual_meta_lgbm,lgbm_base_all_cal_cal2022,11643208.73,10896036.48,9062692.520359833,8304994.492225013,-2580516.2096401677,2580516.2096401677,-2591041.9877749877,2591041.9877749877
2022-03-31,residual_meta_lgbm,lgbm_base_all_cal_cal2022,9233141.0,8773718.15,8401586.570517592,7650837.9246119475,-831554.4294824079,831554.4294824079,-1122880.2253880529,1122880.2253880529
2022-04-01,residual_meta_lgbm,lgbm_base_all_cal_cal2022,8299060.74,8041756.19,7717036.348648556,7307404.728738346,-582024.3913514446,582024.3913514446,-734351.4612616543,734351.4612616543
2022-04-02,residual_meta_lgbm,lgbm_base_all_cal_cal2022,8289456.22,7808017.19,7460512.336068956,7184330.729157993,-828943.8839310436,828943.8839310436,-623686.4608420078,623686.4608420078
2022-04-03,residual_meta_lgbm,lgbm_base_all_cal_cal2022,6547965.12,6148445.74,6549723.249055006,6179252.986272807,1758.1290550054982,1758.1290550054982,30807.24627280701,30807.24627280701
2022-04-04,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1974536.55,1802524.97,3122810.3448325046,2860887.1785234036,1148273.7948325046,1148273.7948325046,1058362.2085234036,1058362.2085234036
2022-04-05,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3017582.3,2782222.29,3013918.202612425,2780105.062509793,-3664.097387574613,3664.097387574613,-2117.2274902071804,2117.2274902071804
2022-04-06,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2934004.6,2645021.55,3234093.9921659916,2839742.9339624587,300089.3921659915,300089.3921659915,194721.38396245893,194721.38396245893
2022-04-07,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1947894.58,1833343.52,3220146.639932898,2820255.8666104283,1272252.0599328978,1272252.0599328978,986912.3466104283,986912.3466104283
2022-04-08,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2516364.3,2311523.71,3275300.943635962,3093901.2539262692,758936.6436359622,758936.6436359622,782377.5439262693,782377.5439262693
2022-04-09,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3523261.24,3380510.41,3521438.9889226174,3334124.259533327,-1822.2510773828253,1822.2510773828253,-46386.150466673076,46386.150466673076
2022-04-10,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3747690.93,3511278.1,3638086.8119471,3398645.1875798134,-109604.1180529003,109604.1180529003,-112632.91242018668,112632.91242018668
2022-04-11,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4187283.4,3982564.11,4092894.611476836,3835902.012829297,-94388.78852316411,94388.78852316411,-146662.09717070265,146662.09717070265
2022-04-12,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4300020.35,4061975.74,4050308.444221639,3814472.0829656553,-249711.90577836055,249711.90577836055,-247503.65703434497,247503.65703434497
2022-04-13,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4888627.31,4546028.85,4482397.910102618,4088069.442721314,-406229.39989738166,406229.39989738166,-457959.40727868583,457959.40727868583
2022-04-14,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4670014.27,4407778.78,4425888.623535658,4044623.527418086,-244125.64646434132,244125.64646434132,-363155.2525819144,363155.2525819144
2022-04-15,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4908291.49,4288050.23,4210930.466655691,3743327.4087046403,-697361.0233443091,697361.0233443091,-544722.8212953601,544722.8212953601
2022-04-16,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5147946.06,4540748.11,4661709.478718353,4068146.8852831563,-486236.58128164615,486236.58128164615,-472601.22471684404,472601.22471684404
2022-04-17,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4470361.38,3877207.22,4788042.357405804,3885574.806977156,317680.9774058042,317680.9774058042,8367.58697715588,8367.58697715588
2022-04-18,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3680888.01,2995894.73,4376591.727158143,3625521.6359234494,695703.7171581434,695703.7171581434,629626.9059234494,629626.9059234494
2022-04-19,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4426735.65,3630694.51,4632953.280503977,3858970.938486184,206217.63050397672,206217.63050397672,228276.42848618422,228276.42848618422
2022-04-20,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4874458.71,4017615.85,4956048.206837833,4083954.577415666,81589.49683783296,81589.49683783296,66338.72741566598,66338.72741566598
2022-04-21,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2926459.0,2418771.53,4393036.753189983,3602148.9023003518,1466577.7531899828,1466577.7531899828,1183377.372300352,1183377.372300352
2022-04-22,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4609506.19,3890393.56,4611440.021428285,3806797.821761994,1933.8314282847568,1933.8314282847568,-83595.7382380059,83595.7382380059
2022-04-23,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4709847.04,3925675.06,4697667.825653053,3923454.256419155,-12179.214346947148,12179.214346947148,-2220.8035808452405,2220.8035808452405
2022-04-24,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5020542.99,4173556.86,4752888.777296992,3922185.059880152,-267654.2127030082,267654.2127030082,-251371.800119848,251371.800119848
2022-04-25,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4873788.42,3954819.04,4871264.778624343,4008640.1936196187,-2523.641375657171,2523.641375657171,53821.15361961862,53821.15361961862
2022-04-26,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5688161.6,4770812.83,5665670.505469472,4494356.508224141,-22491.09453052748,22491.09453052748,-276456.3217758592,276456.3217758592
2022-04-27,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5361513.76,4376745.35,6326947.871872287,5083235.252279332,965434.1118722875,965434.1118722875,706489.9022793323,706489.9022793323
2022-04-28,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5590934.3,4645081.23,6291187.465929446,5059672.709878885,700253.165929446,700253.165929446,414591.47987888474,414591.47987888474
2022-04-29,residual_meta_lgbm,lgbm_base_all_cal_cal2022,7579535.07,6187238.79,7630753.144062788,6206501.966243738,51218.07406278793,51218.07406278793,19263.17624373827,19263.17624373827
2022-04-30,residual_meta_lgbm,lgbm_base_all_cal_cal2022,6592777.23,5405333.92,6651237.643549749,5407912.750371003,58460.41354974825,58460.41354974825,2578.8303710026667,2578.8303710026667
2022-05-01,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5680859.44,4706859.17,6213639.185383818,5217186.387533274,532779.7453838177,532779.7453838177,510327.2175332736,510327.2175332736
2022-05-02,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4291036.44,3434252.59,5805086.956967263,4910691.249442239,1514050.5169672621,1514050.5169672621,1476438.6594422394,1476438.6594422394
2022-05-03,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5504853.65,4531490.74,4974015.647429467,3971628.4730259394,-530838.0025705332,530838.0025705332,-559862.2669740608,559862.2669740608
2022-05-04,residual_meta_lgbm,lgbm_base_all_cal_cal2022,1792730.62,1492900.17,3153920.4827718535,2470628.0000909213,1361189.8627718533,1361189.8627718533,977727.8300909214,977727.8300909214
2022-05-05,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3556300.98,2916616.09,3294643.400875277,2487015.0269655758,-261657.5791247231,261657.5791247231,-429601.0630344241,429601.0630344241
2022-05-06,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2532060.94,2027456.78,2632037.4242376364,2110113.279844543,99976.48423763644,99976.48423763644,82656.49984454294,82656.49984454294
2022-05-07,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3620303.23,3000039.1,2997532.2173897247,2506814.435149459,-622771.0126102753,622771.0126102753,-493224.6648505409,493224.6648505409
2022-05-08,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2468343.71,1923320.47,3177229.95691293,2713451.2390096714,708886.2469129302,708886.2469129302,790130.7690096714,790130.7690096714
2022-05-09,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2985986.67,2430054.67,3449751.98853738,3021490.8768403227,463765.3185373801,463765.3185373801,591436.2068403228,591436.2068403228
2022-05-10,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3668495.19,2955983.75,3953104.7753796238,3161658.3070866396,284609.5853796238,284609.5853796238,205674.55708663957,205674.55708663957
2022-05-11,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4347378.73,3521156.43,4383042.355024819,3521663.4942103825,35663.625024818815,35663.625024818815,507.0642103822902,507.0642103822902
2022-05-12,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4753134.02,3878195.49,4747503.342800979,3869712.8134378497,-5630.677199020982,5630.677199020982,-8482.676562150475,8482.676562150475
2022-05-13,residual_meta_lgbm,lgbm_base_all_cal_cal2022,3479131.38,2953956.65,4020284.9534446914,3220888.938605218,541153.5734446915,541153.5734446915,266932.2886052183,266932.2886052183
2022-05-14,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4406804.98,3730445.32,4284858.779682574,3557276.101280983,-121946.20031742658,121946.20031742658,-173169.21871901676,173169.21871901676
2022-05-15,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4455089.7,3604418.84,4456416.917197098,3629084.6448571286,1327.217197097838,1327.217197097838,24665.804857128765,24665.804857128765
2022-05-16,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4323621.35,3469983.75,4086707.775813548,3462636.653816963,-236913.57418645173,236913.57418645173,-7347.09618303692,7347.09618303692
2022-05-17,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4158982.96,3363524.3,4443254.048555693,3606430.1945217364,284271.0885556927,284271.0885556927,242905.89452173654,242905.89452173654
2022-05-18,residual_meta_lgbm,lgbm_base_all_cal_cal2022,6094171.87,4997123.61,4746629.544047853,3823305.243656904,-1347542.3259521471,1347542.3259521471,-1173818.3663430964,1173818.3663430964
2022-05-19,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5824908.18,4737898.72,4869472.980371793,3975667.809286516,-955435.1996282069,955435.1996282069,-762230.9107134836,762230.9107134836
2022-05-20,residual_meta_lgbm,lgbm_base_all_cal_cal2022,2226534.2,1797128.71,4190033.625402405,3502226.8670307035,1963499.4254024047,1963499.4254024047,1705098.1570307035,1705098.1570307035
2022-05-21,residual_meta_lgbm,lgbm_base_all_cal_cal2022,4033154.28,3341369.82,4023489.194232662,3333891.8720280873,-9665.085767337587,9665.085767337587,-7477.947971912567,7477.947971912567
2022-05-22,residual_meta_lgbm,lgbm_base_all_cal_cal2022,5000275.74,4124194.76,4373484.54328342,3556891.6159085934,-626791.1967165805,626791.1967165805,-567303.1440914064,567303.1440914064
